tt0845947,nm0601484
tt1199203,nm0735439
tt0275053,nm0136579
tt0000216,nm0005717
tt0391523,nm1462426
tt0141964,nm0401130
tt0162037,\N
tt0216367,nm0284761
tt0275776,nm0266735
tt0138169,nm0282610
tt0797085,nm1505955
tt1470138,\N
tt0372601,nm1403424
tt0039961,nm0720297
tt0039963,nm0720297
tt5988892,nm4852358
tt1374108,\N
tt0118094,nm0044579
tt8534710,nm8124107
tt0124204,\N
tt0905379,nm0362771
tt0163896,nm0280534
tt0212587,\N
tt0227747,nm0808588
tt0337420,\N
tt0399852,\N
tt9204968,nm1948370
tt9474214,\N
tt0433129,nm0058792
tt0580800,nm0860979
tt0428020,nm1012525
tt0428020,nm0497460
tt0428020,nm1310855
tt0428020,nm1194770
tt0072375,nm0425593
tt0591249,nm0806915
tt0332818,nm0784006
tt0331053,nm0360814
tt0086537,nm0401594
tt0086537,nm0803703
tt0475172,nm0927057
tt0069467,nm0000005
tt0274201,nm0657532
tt0400764,nm0269778
tt0124202,\N
tt0331054,nm0804736
tt0180287,nm0417745
tt0324458,nm1196235
tt0813234,nm1253429
tt0153576,nm0250620
tt0024729,nm0406591
tt0046508,nm0050853
tt0023658,nm0596410
tt0030934,nm0906291
tt0122782,nm0414732
tt0216342,nm0092202
tt0216342,nm0637907
tt0118095,nm0922426
tt0458197,nm0711859
tt0084871,nm0477751
tt0092176,nm0258820
tt5678456,nm2117444
tt0158346,nm0884886
tt0433270,nm1887653
tt0433270,nm1741542
tt0433270,nm1882399
tt0276612,nm0603217
tt11058076,nm10322594
tt11058076,nm10958157
tt0793601,nm2241294
tt0930094,nm2465524
tt0260515,nm0958975
tt0800256,nm1717949
tt0173420,nm0017629
tt0256502,nm0649247
tt0405453,nm0626393
tt0096397,nm0509136
tt7485036,nm2380463
tt0364104,nm1365423
tt0814793,nm2289925
tt0814793,nm2291538
tt0814793,nm2287513
tt0811146,nm0811109
tt1345071,nm1492968
tt8248148,nm8944560
tt0478319,nm0947708
tt0335532,nm0225090
tt0122364,nm0519634
tt0122364,nm0540216
tt0122364,nm0797116
tt0122364,nm0412319
tt0122364,nm0240769
tt0122364,nm0356791
tt0122364,nm0662897
tt0122364,nm0782022
tt0122364,nm0927140
tt0122364,nm0259372
tt0122364,nm0526624
tt0122364,nm0337530
tt0122364,nm0584594
tt0122364,nm0391574
tt0195393,nm0180017
tt8141262,nm1308450
tt0227748,nm0342417
tt0206397,nm0002388
tt0072376,nm0474649
tt0065183,nm0106386
tt6962074,nm0755956
tt6962074,nm3045431
tt0810474,nm0131033
tt0921863,nm0690150
tt0169368,nm0876956
tt0454313,nm0693516
tt0216375,nm0144670
tt0354175,nm0230695
tt2636644,nm0129555
tt0354176,nm0223478
tt0351957,nm1050280
tt0202659,\N
tt0232906,nm0239161
tt0362295,nm1196722
tt0156177,nm0080279
tt0201315,nm0865723
tt0170772,nm0135724
tt0138171,nm0050696
tt0138172,nm0756023
tt0033219,nm0062183
tt0046509,nm0252475
tt2520926,nm3159960
tt0084872,nm0815784
tt0216376,nm0784988
tt0923030,nm0684659
tt0384664,nm1475786
tt1073797,\N
tt0328612,nm1119160
tt0032097,nm0062183
tt0086549,nm0080080
tt0296269,nm0344155
tt0072377,nm0463740
tt0188277,nm0889402
tt0166871,nm0284642
tt0242117,nm0577713
tt0242117,nm0692426
tt0242117,nm0891410
tt0451967,nm0207889
tt0105765,nm0546360
tt5246510,\N
tt0250104,nm0417386
tt0065252,nm0786174
tt0059955,nm0217035
tt0401868,nm0041536
tt0025947,nm0454790
tt0108501,nm0296685
tt0832368,nm9527628
tt0039965,nm0554924
tt0872232,nm0468721
tt0872232,nm1321351
tt0030944,nm0828419
tt0033227,nm0287988
tt7998128,\N
tt0401869,nm1230977
tt0399853,nm0092115
tt0952694,nm1724916
tt0207820,nm1047690
tt0253992,nm0194243
tt0494290,nm0054744
tt0259726,nm0710587
tt0258294,nm0861844
tt0241039,nm0579755
tt0258296,nm0619759
tt0045297,nm0049646
tt0045297,nm0871077
tt0243007,nm0673023
tt0076890,nm0235066
tt5431986,\N
tt0048793,nm0181530
tt0348884,nm0596347
tt0066530,nm0037130
tt0067303,nm0856319
tt0234994,nm0181530
tt1936956,nm0056904
tt1936956,nm1122444
tt1936956,nm1357857
tt5544424,\N
tt0380052,nm0136551
tt0046522,nm0871077
tt3517908,nm0239803
tt0195131,nm0171847
tt0229021,nm0089176
tt0276633,nm0176472
tt0972915,\N
tt9352194,nm10288990
tt9253356,nm10247381
tt9253356,nm5276059
tt0179000,nm0140241
tt9243692,nm3809488
tt0052428,nm0317856
tt0019612,nm0216941
tt2610194,nm2835452
tt1493925,nm2582267
tt0350291,nm1047690
tt0036503,nm0736093
tt0460983,nm0485497
tt1866429,nm3533255
tt2723852,nm1414833
tt9900734,nm1543668
tt9900734,nm1126800
tt0326651,nm1095011
tt0383704,nm1462225
tt0136605,nm0136025
tt0049925,nm0310449
tt0114862,nm0135485
tt0326369,nm0905343
tt0304906,nm0479889
tt0111633,nm0582797
tt0103218,nm0238679
tt0025948,nm0176699
tt0025948,nm0001328
tt0025948,nm0920074
tt0773178,nm2791131
tt0129558,nm0879594
tt0383705,nm0422883
tt0930095,nm0664941
tt3731048,nm6495813
tt0045296,nm0001415
tt0482633,nm0350127
tt0262879,nm0136579
tt0143985,nm0472646
tt0485834,nm1663004
tt0055605,nm0002193
tt6267984,nm8599907
tt0069469,nm0003408
tt0069469,nm0750880
tt0158347,nm0131891
tt0191638,nm0609734
tt8036658,nm2470214
tt3527010,nm0426343
tt3527010,nm0271350
tt4020040,\N
tt5629686,\N
tt0190122,nm0757954
tt6372256,nm8672852
tt0120460,nm0733886
tt0086550,nm0603294
tt0444533,nm1257087
tt0267049,nm0511729
tt0847583,nm0745632
tt0346117,nm0745632
tt0256505,nm0738986
tt0256505,nm0484773
tt0405454,nm0217779
tt0296921,nm0745632
tt0088358,nm0174590
tt0069470,nm0841456
tt0236848,nm0086410
tt0236848,nm0222760
tt5994950,nm4852358
tt0056662,nm0001501
tt0259095,nm1316092
tt0086551,nm0000076
tt0229022,nm0142674
tt1484897,nm1136926
tt1484897,nm0541027
tt1484897,nm2381172
tt1484897,nm0598173
tt1484897,nm1134767
tt0193611,nm0407612
tt8774962,nm0002180
tt0037437,nm0316295
tt0037437,nm1286031
tt0042026,nm0275034
tt0039966,nm0952737
tt9287624,\N
tt1880081,\N
tt0341087,nm0806565
tt0341088,nm0806565
tt0341089,nm0806565
tt0341090,nm0806565
tt0420305,nm0763549
tt7301100,nm8915472
tt0272952,nm0785572
tt0314854,nm0162834
tt0465663,nm1372347
tt0418300,nm1381175
tt0036504,nm0409757
tt0354179,nm1521025
tt8879072,nm7339457
tt8879072,nm7339458
tt0125581,nm0641045
tt0125581,nm0491504
tt0217877,nm0197900
tt0217877,nm0709680
tt0262881,nm0350947
tt0028463,nm0653158
tt0142960,nm0618261
tt0486510,nm2088368
tt2204535,nm1117094
tt5080674,nm7627000
tt0331065,nm0784720
tt0059882,nm0520640
tt0379679,nm0754586
tt0048795,nm0554924
tt0194508,nm0650927
tt0270052,nm0050048
tt0211734,nm0302007
tt0181136,nm0050048
tt0138173,nm0944947
tt0337422,\N
tt0816113,nm2290525
tt0816113,nm1877380
tt0156178,nm0305812
tt0033228,nm0736093
tt0189193,nm0281463
tt0346571,nm1303240
tt0086552,nm0703388
tt0301991,nm0436662
tt6676808,\N
tt6058760,nm0348735
tt0471967,nm1991094
tt0105766,nm0755361
tt0458198,nm0543690
tt0187586,nm0210322
tt0058726,nm0518192
tt0122783,nm0360825
tt2326492,\N
tt0180290,nm0057767
tt0065997,nm0063382
tt2993188,nm5742135
tt0287100,nm0996574
tt0177341,nm0345909
tt0967554,nm2560252
tt0967554,nm2556930
tt0967554,nm2559539
tt0163379,nm0439344
tt0062451,nm0133424
tt1973480,\N
tt0304907,nm0801533
tt0425628,nm0618729
tt0088359,nm0032561
tt0062452,nm0500988
tt0056663,nm0000419
tt0316863,nm1163751
tt0103184,nm0437596
tt0063787,nm0000540
tt8392146,nm0165105
tt0320739,nm1184824
tt6038146,\N
tt0153582,nm1338542
tt6534862,\N
tt0253907,nm0619759
tt0175304,nm0830150
tt0109354,nm0547713
tt0328615,nm1163516
tt0138174,nm0013706
tt0560845,nm0493948
tt0560845,nm0537820
tt1206371,nm2577733
tt1206371,nm1050301
tt0296270,\N
tt0070886,nm0707264
tt0270053,nm0814716
tt0270053,nm0258784
tt0399854,nm0258784
tt0171898,nm1067882
tt0171898,nm0321538
tt0171898,nm1040774
tt0250084,nm0276814
tt0332492,nm0890517
tt0267074,nm0804858
tt0385308,nm1252959
tt0151249,nm0612752
tt0287083,nm0636927
tt0073872,nm0037546
tt0332493,nm0757173
tt0368415,nm0879261
tt0314827,nm0899625
tt0459592,nm1901833
tt0428025,nm0879624
tt9812756,nm1028575
tt0237898,nm0734050
tt0324462,nm1194567
tt0066532,nm0343932
tt0066532,nm0000419
tt0066532,nm0330948
tt0414656,nm0182465
tt0240181,nm0310643
tt0485439,nm0028065
tt2495620,nm2161296
tt0324463,nm0510101
tt0170774,nm0119819
tt0069471,nm0434189
tt0083299,nm0470749
tt0076893,nm0718804
tt0343154,nm1109731
tt0098605,nm0774880
tt0234996,\N
tt6305212,nm8351006
tt6305212,nm4618097
tt0428023,nm1731448
tt0324397,nm0094101
tt0324397,nm0464437
tt0324397,nm0519574
tt0324397,nm0787917
tt0090271,nm0161615
tt0250814,nm0081423
tt0051170,nm0919041
tt7172452,nm0396933
tt0292342,nm0256430
tt0206385,nm0121203
tt0388527,nm0002306
tt0311978,nm0538412
tt0086554,nm0586331
tt0032086,nm0233091
tt0229005,nm0620132
tt0298204,nm0782422
tt0131632,nm0419140
tt3857740,\N
tt0080073,nm0495534
tt0080073,nm0946559
tt0166863,nm0348624
tt0139692,nm0649910
tt0200243,nm0407971
tt0200243,nm0875531
tt2841834,nm4793688
tt2841834,nm2031483
tt0232881,nm0557903
tt0171874,nm0314046
tt0324399,nm0752948
tt0324400,nm0243924
tt1531051,nm3653039
tt0232882,nm0955670
tt0253910,nm0412213
tt0066533,nm0125909
tt0065186,nm0950970
tt0090272,nm0903944
tt0326341,nm0451120
tt0406309,nm1196227
tt7487090,nm3534595
tt7487090,nm6652358
tt0300621,nm1075818
tt0473562,nm0260408
tt0473562,nm0423631
tt0278163,nm0557149
tt0479205,nm1502606
tt0234997,nm0329574
tt0873626,nm0674751
tt0086555,nm0001238
tt0244291,nm0759232
tt0436878,nm1720852
tt0387914,nm0001502
tt0357296,nm1332959
tt0643117,\N
tt0100881,nm0002086
tt0118098,nm0681311
tt0230958,nm0491286
tt0436879,nm1152868
tt2092010,nm0844603
tt0332819,nm1191584
tt0193599,nm0806320
tt0416292,nm0161056
tt0065187,nm0440869
tt0379577,nm0757954
tt0410866,nm0337053
tt0817961,nm0389337
tt0175287,nm0781986
tt0306182,nm0468984
tt0267075,nm0031974
tt0230959,\N
tt0334644,nm0796541
tt4788592,\N
tt0324465,nm0312681
tt0086561,nm0865421
tt0354181,nm1322635
tt0804370,nm1968777
tt3735340,\N
tt7618224,nm0745598
tt7618224,nm0835399
tt0153584,nm0098636
tt0092180,nm0001090
tt0216382,nm0182253
tt0197088,nm0001090
tt0197088,nm0075981
tt0216384,nm0759437
tt0070887,nm0598102
tt0039086,nm0268866
tt0196194,nm0170891
tt0216385,nm0131460
tt0138920,nm0563568
tt0138920,nm0563569
tt0030946,nm0557840
tt0034366,nm0560395
tt0062428,nm0659368
tt0178974,nm0201564
tt0029737,nm0191899
tt0207821,nm0913739
tt0902347,nm0088498
tt0362288,nm1355318
tt0298595,nm0438318
tt0641702,nm0469957
tt0052373,nm0445650
tt0748941,nm0084204
tt8277168,nm9771477
tt8277168,nm9771478
tt0258297,nm0079710
tt0389514,nm1209140
tt2198273,nm3179827
tt2198273,nm4867607
tt0227751,nm0095080
tt0180291,nm4724439
tt0153586,nm0879209
tt0306203,nm1108859
tt0038230,nm0145336
tt9836016,nm2865987
tt9836016,nm1881808
tt9843644,nm2379505
tt0331067,\N
tt5836436,\N
tt0364105,nm0117780
tt0103220,nm0253375
tt0103220,nm0404560
tt0103220,nm0576744
tt0800257,nm0214882
tt2030396,nm4575562
tt0467712,nm1967041
tt0464303,nm1949752
tt7969676,nm9608904
tt0443691,nm0004488
tt0244878,nm0447133
tt0339869,nm0227661
tt0430745,nm0003209
tt0430745,nm1747652
tt0098607,nm0633649
tt0012814,nm0941637
tt0382370,nm1530847
tt0382370,nm0994877
tt0199130,nm0918048
tt0051172,nm0245213
tt0429231,nm0347492
tt9909688,nm9875282
tt0848642,nm1228324
tt0142966,nm0617473
tt0142966,nm0700432
tt2450398,nm2139773
tt0316864,nm0053084
tt0191640,nm0135054
tt0024740,nm0440261
tt0251466,\N
tt0039085,nm0451576
tt0039085,nm0953516
tt6730680,nm7137981
tt0408317,nm1601867
tt0200265,nm0545019
tt0072378,nm0126864
tt0493962,nm0243796
tt0417100,nm0157145
tt0278140,nm0511729
tt0318814,nm0350246
tt0092181,nm0954483
tt0123313,nm0893099
tt0055606,nm0411672
tt0055606,nm0432991
tt2848552,nm2737212
tt0181139,nm0953033
tt0324467,nm0709428
tt8456016,nm0438731
tt0075400,nm0667862
tt0259728,nm0951586
tt0065188,nm0878702
tt0481651,nm0451126
tt0408318,nm0477597
tt0084873,nm0752922
tt0134200,nm0087793
tt5166358,\N
tt0182521,nm0504817
tt0183987,nm0773002
tt0278803,nm0904937
tt0189194,nm0211643
tt9855998,\N
tt0256509,nm0582289
tt0216386,nm0000940
tt9832556,nm3480641
tt0070889,nm0469564
tt0070889,nm0110086
tt0331068,nm0522844
tt0334646,nm0474415
tt0306204,nm0854586
tt0202073,nm0821815
tt5759478,nm0039180
tt0175307,nm0787913
tt0045998,nm0955297
tt0335534,nm1258650
tt0146344,nm0106908
tt1103011,nm0285128
tt1103011,nm1089985
tt0326371,nm0903683
tt0791596,nm2233386
tt0103223,nm0629309
tt0103223,nm0544306
tt0309048,nm0758033
tt0473285,nm0219685
tt0153588,nm0002174
tt0814795,nm1160648
tt0757369,nm0275421
tt0105769,nm0059545
tt0100886,nm0690741
tt0410868,nm0188335
tt0430746,nm0135576
tt0142969,nm0869645
tt0004771,nm0327201
tt6573126,nm8807224
tt6573126,nm5543664
tt0211110,nm0595507
tt0338535,nm0892544
tt0174857,nm0821821
tt6102632,nm8471556
tt0473722,nm0624320
tt0334648,nm1141199
tt0103225,nm0876488
tt0024741,nm0296193
tt8765624,\N
tt0363192,nm0903147
tt3128324,nm1190495
tt0467124,nm1026210
tt0890888,nm1095164
tt6697550,nm0036782
tt0111640,nm0400170
tt0245552,nm0560527
tt0048796,nm0742914
tt0286277,nm0190588
tt0176297,nm0878390
tt0176297,nm0871185
tt0030949,nm0890574
tt0030949,nm0890567
tt0006233,nm0693516
tt8820434,nm0268976
tt0167482,nm0753473
tt0334652,nm0277135
tt0334652,nm1060874
tt0243010,nm0320193
tt0403655,nm0514072
tt0137261,nm0890566
tt0811775,nm0471591
tt0811775,nm0015557
tt0811775,nm2285301
tt8947526,nm7450158
tt8943924,nm10096173
tt0080700,nm0173728
tt0949575,nm2522966
tt0137262,nm0753757
tt0098608,nm0496602
tt8489220,\N
tt6414132,nm0836610
tt0279506,nm0253270
tt0261395,nm0233132
tt0153592,\N
tt0331071,nm1155287
tt0331071,nm1129069
tt0457626,nm1580367
tt0965542,nm0211634
tt0118108,nm0198017
tt9067980,nm10161710
tt7993912,nm0180696
tt6384394,\N
tt0256510,nm0075883
tt0338537,nm0154464
tt10766324,\N
tt0070890,nm0013706
tt0395301,nm0778247
tt0479563,nm1890752
tt0290330,nm1047690
tt0378992,nm0944767
tt8142292,nm0950767
tt0304911,nm1098698
tt0399856,nm1551485
tt0362290,nm0918016
tt0131634,nm0927179
tt5851330,nm0427323
tt5851330,nm1283825
tt0310324,nm1136925
tt0310324,nm0223037
tt0287103,nm0996470
tt0931377,nm2291781
tt0204035,nm0388674
tt0288878,nm0026109
tt0242119,nm2226512
tt0166872,nm0913188
tt6201448,nm0917158
tt0136608,nm1788965
tt0035525,nm0538966
tt0383041,nm0226200
tt0438569,nm0202852
tt0043110,nm0869645
tt0055983,nm0743033
tt0055983,nm0638278
tt0310325,nm0583423
tt0310325,nm0778153
tt0125587,nm0894204
tt0443287,nm1300085
tt0076895,nm0346314
tt0926166,nm2462267
tt0493963,nm2131731
tt0821040,nm0856644
tt0049927,nm0872112
tt0344536,nm0938751
tt0949576,nm2534750
tt0482105,nm1388184
tt0065189,nm0774952
tt2524354,nm1139706
tt0417245,nm1137474
tt0880654,nm2018758
tt0046524,nm0002489
tt0179507,nm0838526
tt0062459,nm0902823
tt0059885,nm0733476
tt0131635,nm0361521
tt0324470,nm0825646
tt0258298,nm0706484
tt0277428,nm0285283
tt0002567,\N
tt0790777,nm0445063
tt0362291,nm0777853
tt3222160,nm5980266
tt9736322,nm6267015
tt0232908,nm0213983
tt0174325,nm0723990
tt0153594,nm0360286
tt0462308,nm0687625
tt0100888,nm0276405
tt0037440,\N
tt5875808,nm5019743
tt4718400,\N
tt0367209,nm1376068
tt0069473,nm0633304
tt9905670,\N
tt0478321,nm1037428
tt6034748,nm6363406
tt0462598,nm0889099
tt0045300,nm0071560
tt9905496,\N
tt0289607,nm0881764
tt0403656,nm0828819
tt0301993,nm0149606
tt0853013,nm2370491
tt0108504,nm0449216
tt0390609,nm0201897
tt0437536,nm0633953
tt0083303,nm0958890
tt0076932,nm0883357
tt8993200,nm4757166
tt0376314,nm1423200
tt8262858,\N
tt0953645,nm0730743
tt0492834,nm2129926
tt0016492,nm0652650
tt0016492,nm0928910
tt0490512,nm0369236
tt0314856,nm0627076
tt0006234,nm0300487
tt0044194,nm0412274
tt0170777,nm0360814
tt0123317,nm0960288
tt0924122,nm1375922
tt0125588,nm0491503
tt0157166,nm0562004
tt0141967,nm0257068
tt0123316,nm0024372
tt0443288,nm1842534
tt0138182,nm0482742
tt0123318,nm0725257
tt0086559,nm0451925
tt0090275,nm0887376
tt0090275,nm0726914
tt0242129,nm0311174
tt0144674,nm0127148
tt0126118,nm0900187
tt0200267,nm0332892
tt0073876,nm0344662
tt0053427,nm0314973
tt0103229,nm0597176
tt0253913,nm0904507
tt0241042,nm0482076
tt0316868,\N
tt6164260,nm0369359
tt5541902,nm0256495
tt5541902,nm7991847
tt0025952,nm0387791
tt9074278,nm8316743
tt2953922,nm3189852
tt2953922,nm0826305
tt0105785,nm0219959
tt0127967,nm0773654
tt0335537,\N
tt0363193,nm0005844
tt0022543,nm0802563
tt0445817,nm0900080
tt0318817,nm0674516
tt0290914,nm1029611
tt0094280,nm0438671
tt0445819,nm0799595
tt0127968,nm0613634
tt0168245,nm0742914
tt0072379,nm0223622
tt0361100,nm1346331
tt0256324,\N
tt0334655,nm0878010
tt0090277,nm0083642
tt0835421,nm0340824
tt0188893,nm0900619
tt0025953,nm0685442
tt0122467,nm0812546
tt0310327,nm0009536
tt0348327,nm0899052
tt0334658,nm1110389
tt0105771,nm0864504
tt0490310,nm1802295
tt0433663,nm1765958
tt0076896,nm0002815
tt0042028,nm0002175
tt8686336,nm0447312
tt0227753,nm0397850
tt0408319,nm0743748
tt0153598,nm0312911
tt0435771,nm1778877
tt9297180,\N
tt0090278,nm0871750
tt1019980,nm0040116
tt0216392,nm1847629
tt0047663,nm0492129
tt0047663,nm0258480
tt0378993,nm0141142
tt0192761,nm0052217
tt0192761,nm0139151
tt0232910,nm0903541
tt0083305,nm0061598
tt0334659,nm0331001
tt0236851,nm0043311
tt0282252,nm0971632
tt0282252,nm0386650
tt0081728,nm0693828
tt0202661,nm0415385
tt0388528,nm1502074
tt0194512,nm0272749
tt0070891,nm0053084
tt0076897,nm0173354
tt0489873,nm0800267
tt0232911,nm0243354
tt0304913,nm0460649
tt0847201,nm1313819
tt0847201,nm2344252
tt0271255,nm0384830
tt0271255,nm0091380
tt0271255,nm0689132
tt0158349,nm0275220
tt0194511,nm0658899
tt0399858,nm1195742
tt0213309,nm0826817
tt0430748,nm0610619
tt1273629,nm0315695
tt9565360,nm3469020
tt6335900,\N
tt0290915,nm1031480
tt0105772,nm0501846
tt0499372,nm0603287
tt0142970,nm0667170
tt0158350,nm0184152
tt0298216,nm0609630
tt0075405,nm0308042
tt0792996,nm1495944
tt1766199,\N
tt0903662,nm0099424
tt7566362,nm0284256
tt0275777,nm0511729
tt0272924,nm0149307
tt0203186,nm0006621
tt0439036,nm1802049
tt0439036,nm1438338
tt1771513,nm0155117
tt0331703,nm0777351
tt0368417,nm1230119
tt9234056,nm4515123
tt0084876,nm0463926
tt0084876,nm0663489
tt2880748,nm0266605
tt2880748,nm2763383
tt2880748,nm0643653
tt0240185,nm0160108
tt0039970,nm0699536
tt0072380,nm0399524
tt0072380,nm0254454
tt9894520,\N
tt9276142,nm6074340
tt5632292,\N
tt0181889,nm0096063
tt0266013,nm0288559
tt0243011,nm0673023
tt0287101,nm0652673
tt0348328,nm0434117
tt7926302,nm1500986
tt0243650,nm0271084
tt0860937,nm1874807
tt1275868,nm2903372
tt4207852,nm3550267
tt1031713,nm0152826
tt0059884,nm0094083
tt0062455,nm0094083
tt0061162,nm0094083
tt0062456,nm0094083
tt0320741,nm0451429
tt0332820,nm0878010
tt0247025,nm0344780
tt0217136,nm0583697
tt0358266,nm1339758
tt0429234,nm0523509
tt0429234,nm1746005
tt1697855,nm3046595
tt0334663,nm1204572
tt0073873,nm0873600
tt0073873,nm0892181
tt4582700,\N
tt0037353,nm0710888
tt0103226,nm0440052
tt0069476,nm0094688
tt0069476,nm0180753
tt0069476,nm0207260
tt0069476,nm0133307
tt0069476,nm0215685
tt0069476,nm0345427
tt0069476,nm0594445
tt0069476,nm0674448
tt0069476,nm0712084
tt0069476,nm0764252
tt0069476,nm0836153
tt0069476,nm0135417
tt6584340,nm1259214
tt0375178,nm0468107
tt0334665,nm0048171
tt6221946,nm6594610
tt3256310,nm3456041
tt0193614,nm0699675
tt0173428,nm0449084
tt0182522,nm1805367
tt0240188,nm0275582
tt0023662,nm0590306
tt0023662,nm0795326
tt0332496,nm0015558
tt0070892,nm0759135
tt0298589,nm0473603
tt0174315,nm0688076
tt0334668,nm0529390
tt0141970,nm0897278
tt0334669,nm0440943
tt0287085,nm0998060
tt0268736,nm0081423
tt0083269,nm0297902
tt0310294,nm0766447
tt0175288,nm0742914
tt0175288,nm0835224
tt0105715,nm0016044
tt0170747,nm0162272
tt0202050,nm0327201
tt0328599,nm0903541
tt0083270,nm0480649
tt0242102,nm0079689
tt0076866,nm0525749
tt0076866,nm0842961
tt0076866,nm0947228
tt6692954,nm4895233
tt0854171,nm0820004
tt0100890,nm0773002
tt2835458,nm2053648
tt6081398,nm8455163
tt6081398,nm7657470
tt6081398,nm0444320
tt0100891,nm0555722
tt0293693,nm1029821
tt6660926,nm0654042
tt0250817,nm0504817
tt0932675,nm0000419
tt0324474,nm0866365
tt1927175,nm4452516
tt0170781,nm0959868
tt0267076,nm0713682
tt0053429,nm0134898
tt0028473,nm0863780
tt0809951,nm0841232
tt0066537,nm0472695
tt0062462,nm0919041
tt0138922,nm0784749
tt0261397,nm0866365
tt0192763,nm0695604
tt0192763,nm0696049
tt0081730,nm0810602
tt0141971,nm0821955
tt0182523,nm0276814
tt5156822,nm1856813
tt0118104,nm0936648
tt0036506,nm0003433
tt0135042,nm0197090
tt0135042,nm0002442
tt2553234,nm5374866
tt0061168,nm0619321
tt0171903,nm0304752
tt0181890,nm0664607
tt0167484,nm0636955
tt0090280,nm0892538
tt0180295,nm0677915
tt0180295,nm0707419
tt0096403,nm0821552
tt0083306,nm0304752
tt0365902,nm1371493
tt6131738,nm0302972
tt6131738,nm8268643
tt0094281,nm0757173
tt0235870,nm0901229
tt0111644,nm0451872
tt0088366,nm0847803
tt0202665,nm0783652
tt0337433,nm1145319
tt0092183,nm0560628
tt0129563,nm0008244
tt0105774,nm0284454
tt0059888,nm0796073
tt0059888,nm0587557
tt0334672,nm1250817
tt0418305,nm1662720
tt0088367,nm0707264
tt0075407,nm0892538
tt5525924,\N
tt0059889,nm0511608
tt4923136,\N
tt0396930,nm0800726
tt0332497,nm0118809
tt0100893,nm0814715
tt0108506,nm0462648
tt0220841,nm0116841
tt0216393,nm1224257
tt0324477,nm0476206
tt0096404,nm0770936
tt0086562,nm0351842
tt0086562,nm0429560
tt0292344,nm0660966
tt0198340,nm0029042
tt0232914,nm0029042
tt9876792,nm5923586
tt0114879,nm0887708
tt0439037,nm1100261
tt0324478,nm0812380
tt0164223,nm0231656
tt0399859,nm1460692
tt0163901,nm0870299
tt0266018,nm0677700
tt0058730,nm0472954
tt0058730,nm0802677
tt0207194,nm0687987
tt0414658,nm1154422
tt0331043,\N
tt0474996,nm1890512
tt0352986,nm0765873
tt10356214,nm1141391
tt3683846,nm0467517
tt0021514,nm2148614
tt0291549,nm0789425
tt5280204,nm2032202
tt0491589,nm1637792
tt0337436,nm0795982
tt0235004,nm0616268
tt0235004,nm1249085
tt0337437,nm1258495
tt0306209,nm0407546
tt0253915,\N
tt0306208,nm0012800
tt0383042,nm1214467
tt7658394,nm4525788
tt0354146,nm0239161
tt0105775,nm0838499
tt0037423,nm0701576
tt0338538,nm1084875
tt0205506,nm0788700
tt0253916,nm0667790
tt0063791,nm0419237
tt0218705,nm0590882
tt0174326,nm0660522
tt0076899,nm0826264
tt0488902,nm0865421
tt0108508,nm0586482
tt0171904,nm0451576
tt0176303,nm0919041
tt0240159,nm0947671
tt0328600,nm0120439
tt0328600,nm1218189
tt0328601,nm1216897
tt0923025,nm0881553
tt0218696,nm0699443
tt6493332,nm2075228
tt0042029,nm0017893
tt0267105,nm0313752
tt0309052,nm1126386
tt0335539,nm1258495
tt0309053,nm0754779
tt0175901,nm0411178
tt0335540,nm0310643
tt0335540,nm0470813
tt0337439,nm0348624
tt0023663,nm0259611
tt0023663,nm0951170
tt0267077,nm0451867
tt0103227,nm0592737
tt0337440,nm0631862
tt0203192,nm0812479
tt0175312,nm0847803
tt0232916,nm0359870
tt0232916,nm0803830
tt0202667,nm0040125
tt0426289,nm0033240
tt0337441,nm0331022
tt0184994,nm0052786
